"month","region","subregion","country","ctry_cntr_long","ctry_cntr_lat","y2014","y2015","y2016","y2017","y2018"
"september","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,9358,12338,9261,10860,11637
"september","Europe","Southern Europe","Greece",-136.79204,38.98216,134,176,136,249,238
"september","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1150,1991,1324,2695,3316
"september","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,111,192,152,223,354
"september","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1192,3095,1798,3967,5502
"september","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,11,25,39,28,2
"september","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,515,753,608,595,899
"september","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,708,828,856,1010,1098
"september","Europe","Western Europe","France",-157.2156,47.37819,2022,2954,2360,3775,4556
"september","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,4102,5689,4779,5495,6127
"september","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,30,86,45,41,97
"september","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,1641,1803,1555,2135,2426
"september","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,1301,1242,1384,1448,1366
"september","Others & Unspecified","Others & Unspecified","Residences",NA,NA,2896,3589,3424,3828,4448
"october","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,74,102,108,160,138
"october","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,236,274,345,450,498
"october","America","North America","Canada",112.832333696838,48.1319847328244,7382,7559,13113,13080,15477
"october","America","North America","Mexico",100.133599574015,20.7982747603834,270,241,233,414,362
"october","America","North America","USA",104.870802407222,37.4450351053159,43047,46291,67994,67567,76090
"october","America","South America","Argentina",137.710731707317,-33.5251219512195,137,101,141,211,161
"october","America","South America","Brazil",153.832635897436,-17.5192102564103,210,253,415,371,477
"october","America","South America","Colombia",125.168682877406,5.70347517730496,89,117,170,157,242
"october","America","South America","Peru",123.582095588235,-9.93136029411765,42,45,60,53,87
"october","America","South America","Venezuela",131.974711538462,9.79432692307692,14,25,15,19,34
"october","Asia","ASEAN","Brunei",-45.374,4.73,697,739,523,583,636
"october","Asia","ASEAN","Cambodia",-55.1844,12.2416,259,276,228,494,463
"october","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,3478,3832,3057,8581,6186
"october","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,88,105,87,180,103
"october","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,10466,13189,10571,12435,11491
"october","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,638,515,600,819,860
"october","Asia","ASEAN","Singapore",-56.15,1.3,13961,14122,12914,13597,13427
"october","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,3811,3418,3819,4145,4304
"october","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2227,2283,2528,2798,4145
"october","Asia","East Asia","China",-44.1156278026906,34.0535201793722,26279,51378,44542,89932,102374
"october","Asia","East Asia","Hongkong",NA,NA,9535,10160,8977,9187,8591
"october","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,38199,45934,38086,38733,45108
"october","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,82098,95386,112508,139218,125236
"october","Asia","East Asia","Macau",NA,NA,665,856,829,799,730
"october","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,11709,14564,18327,21241,19498
"october","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,332,327,308,298,258
"october","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,135,112,157,148,203
"october","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,53,53,60,53,84
"october","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,504,482,448,575,502
"october","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,200
"october","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,407,429,335,305,209
"october","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,3696,5642,3887,4658,3211
"october","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1592,1318,1048,1223,680
"october","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,375,328,397,461,531
"october","Asia","South Asia","India",-80.6390758047767,21.5019210799585,4689,6070,7089,8389,9033
"october","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,216,129,175,176,195
"october","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,193,203,222,227,322
"october","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,342,328,377,284,491
"october","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,310,328,499,411,516
"october","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,16666,17609,17584,19858,20551
"october","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,2333,2466,2670,2850,1728
"october","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,2,1,0,0,2
"october","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1276,1449,1621,2106,2335
"october","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,484,447,822,711,730
"october","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,547,760,651,830,745
"october","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,373,482,607,627,655
"october","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,2511,1168,2814,1438,1420
"october","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,795,1280,2072,1487,1899
"october","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,433,442,584,559,540
"october","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,904,774,1108,918,965
"october","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,340,294,472,391,535
"october","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,969,768,1153,1020,1144
"october","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,1326,1061,1286,1066,1134
"october","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,1228,907,1642,1076,1051
"october","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,7864,8783,13116,12695,14714
"october","Europe","Southern Europe","Greece",-136.79204,38.98216,179,165,196,251,272
"october","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1217,1086,1766,1520,2007
"october","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,99,138,241,310,475
"october","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1566,1374,2650,2198,2650
"october","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,15,9,51,31,0
"october","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,740,564,828,821,761
"october","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,732,717,1064,865,953
"october","Europe","Western Europe","France",-157.2156,47.37819,2374,2212,3905,2918,3397
"october","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,4869,4208,6598,4624,5484
"october","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,56,21,50,67,34
"october","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,1847,1663,2409,1897,2018
"october","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,1824,1444,2362,1497,1609
"october","Others & Unspecified","Others & Unspecified","Residences",NA,NA,2816,3350,3379,3862,4288
"november","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,112,129,109,134,187
"november","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,259,351,353,496,527
"november","America","North America","Canada",112.832333696838,48.1319847328244,10365,11051,15035,17344,18637
"november","America","North America","Mexico",100.133599574015,20.7982747603834,242,230,304,820,431
"november","America","North America","USA",104.870802407222,37.4450351053159,55819,59150,67840,74704,79089
"november","America","South America","Argentina",137.710731707317,-33.5251219512195,145,125,161,242,182
"november","America","South America","Brazil",153.832635897436,-17.5192102564103,318,249,541,482,601
"november","America","South America","Colombia",125.168682877406,5.70347517730496,91,99,139,146,224
"november","America","South America","Peru",123.582095588235,-9.93136029411765,33,39,65,72,112
"november","America","South America","Venezuela",131.974711538462,9.79432692307692,13,12,19,33,61
"november","Asia","ASEAN","Brunei",-45.374,4.73,919,653,748,725,793
"november","Asia","ASEAN","Cambodia",-55.1844,12.2416,405,319,388,574,443
"november","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,4621,4238,3589,5073,6642
"november","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,148,91,153,199,167
"november","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,11240,11936,11844,12852,12649
"november","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,765,586,748,990,883
"november","Asia","ASEAN","Singapore",-56.15,1.3,14653,14366,14849,14752,13910
"november","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,4634,3961,4174,4530,4816
"november","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,3005,2618,2877,2801,4113
"november","Asia","East Asia","China",-44.1156278026906,34.0535201793722,19530,42073,48203,79307,87243
"november","Asia","East Asia","Hongkong",NA,NA,9690,10267,8482,9226,7093
"november","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,33533,36332,42506,44952,47776
"november","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,92339,102057,127547,0,122390
"november","Asia","East Asia","Macau",NA,NA,655,1000,631,728,625
"november","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,12364,15337,16905,16052,16589
"november","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,310,268,247,281,283
"november","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,164,123,133,178,202
"november","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,40,39,46,64,114
"november","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,402,384,602,650,507
"november","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,253
"november","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,294,318,330,316,180
"november","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,3331,3886,5195,3933,3452
"november","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1394,1313,1230,1224,790
"november","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,372,415,372,519,573
"november","Asia","South Asia","India",-80.6390758047767,21.5019210799585,6885,6590,9516,8062,11297
"november","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,280,208,250,249,194
"november","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,453,249,305,498,328
"november","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,306,337,387,393,524
"november","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,386,516,402,440,553
"november","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,17165,18265,20220,19592,21167
"november","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,2688,2711,2675,2912,2088
"november","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,8,7,5,0,7
"november","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1277,1518,1829,2196,2487
"november","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,621,445,603,687,802
"november","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,680,841,908,1030,990
"november","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,721,705,1247,1168,835
"november","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,3519,2001,4065,2554,2011
"november","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,913,742,1307,1333,1137
"november","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,523,529,653,759,784
"november","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,1035,1046,1335,1069,1146
"november","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,438,388,584,616,693
"november","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,800,896,1301,1150,1332
"november","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,1380,1258,1486,1342,1328
"november","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,1764,1331,2210,1416,1528
"november","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,9029,11054,13797,14818,16247
"november","Europe","Southern Europe","Greece",-136.79204,38.98216,253,228,346,352,424
"november","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1615,1435,2308,1744,2220
"november","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,174,175,357,561,777
"november","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1786,1685,3254,2760,3415
"november","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,32,18,21,40,2
"november","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,877,794,1007,950,891
"november","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,1010,871,1091,1020,1181
"november","Europe","Western Europe","France",-157.2156,47.37819,2983,2962,4348,3913,4580
"november","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,6198,5549,7357,5982,6733
"november","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,43,51,50,63,47
"november","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,2276,2085,2882,2105,2730
"november","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,2153,2036,2475,2141,2048
"november","Others & Unspecified","Others & Unspecified","Residences",NA,NA,3411,3726,3999,4666,5301
"december","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,130,138,83,128,168
"december","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,261,390,409,497,560
"december","America","North America","Canada",112.832333696838,48.1319847328244,12359,12196,23861,0,29666
"december","America","North America","Mexico",100.133599574015,20.7982747603834,175,293,221,1635,302
"december","America","North America","USA",104.870802407222,37.4450351053159,54955,55451,97614,0,104597
"december","America","South America","Argentina",137.710731707317,-33.5251219512195,89,111,158,290,208
"december","America","South America","Brazil",153.832635897436,-17.5192102564103,381,341,595,687,0
"december","America","South America","Colombia",125.168682877406,5.70347517730496,94,89,137,243,230
"december","America","South America","Peru",123.582095588235,-9.93136029411765,46,52,42,359,87
"december","America","South America","Venezuela",131.974711538462,9.79432692307692,22,25,9,22,50
"december","Asia","ASEAN","Brunei",-45.374,4.73,1090,678,833,907,0
"december","Asia","ASEAN","Cambodia",-55.1844,12.2416,287,414,248,384,241
"december","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,3989,4086,3697,5939,6553
"december","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,91,91,61,79,112
"december","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,14958,13544,11056,0,11618
"december","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,471,621,610,683,955
"december","Asia","ASEAN","Singapore",-56.15,1.3,16921,14928,14863,0,13784
"december","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,3543,3637,3541,4768,5032
"december","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2094,2508,2340,3652,4405
"december","Asia","East Asia","China",-44.1156278026906,34.0535201793722,20762,37329,45336,0,97513
"december","Asia","East Asia","Hongkong",NA,NA,10012,8574,9033,9186,0
"december","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,36847,35612,43977,0,53806
"december","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,100243,105330,143380,125583,127935
"december","Asia","East Asia","Macau",NA,NA,826,627,768,756,764
"december","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,11071,13399,15781,0,19477
"december","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,293,197,302,255,215
"december","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,117,96,193,169,187
"december","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,53,47,71,43,149
"december","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,415,356,530,493,368
"december","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,142
"december","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,412,303,318,343,220
"december","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,2110,3680,2421,4120,3548
"december","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1604,1147,1352,1274,995
"december","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,300,489,338,407,364
"december","Asia","South Asia","India",-80.6390758047767,21.5019210799585,5000,7108,7447,10256,0
"december","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,142,233,184,180,209
"december","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,428,202,246,585,0
"december","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,275,364,262,300,306
"december","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,294,544,377,420,443
"december","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,18773,19448,19618,21269,22460
"december","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,3372,2711,2880,3316,2164
"december","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,4,0,0,7,2
"december","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1495,1554,2143,2482,2779
"december","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,513,457,564,700,802
"december","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,898,1018,940,1059,0
"december","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,578,1330,775,978,1585
"december","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,4451,3086,3998,3198,3328
"december","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,956,839,1507,1678,1703
"december","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,303,556,581,668,659
"december","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,1870,1129,2077,1284,1281
"december","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,969,604,875,919,0
"december","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,1757,816,2336,1185,1393
"december","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,3100,1302,2669,1503,1552
"december","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,4706,1806,4541,2202,1892
"december","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,9798,11869,19590,0,21780
"december","Europe","Southern Europe","Greece",-136.79204,38.98216,218,211,270,375,365
"december","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,2660,1681,3699,2357,3043
"december","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,175,221,226,410,674
"december","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,2190,2264,3474,3534,4180
"december","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,21,24,22,35,0
"december","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,1784,814,1805,1454,1069
"december","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,1335,974,1616,1248,1393
"december","Europe","Western Europe","France",-157.2156,47.37819,4319,3271,6068,4655,5641
"december","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,8756,6936,10081,6492,7888
"december","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,75,47,107,71,63
"december","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,3308,2590,3792,3066,3536
"december","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,3531,2164,3800,2382,2395
"december","Others & Unspecified","Others & Unspecified","Residences",NA,NA,4254,4523,5409,6188,7423
